Nomes;Valor;;
"              à vista""";;;
Tênis Qix Hexagon Masculino;R$ 355,21;;
Tênis de Basquete Masculino Under Armour Curry 3Z7;R$ 699,90;;
Tênis Adidas Courtblock Masculino;R$ 265,45;;
"              """;;;
Tênis Oakley Stratus Unissex;R$ 299,99;;
Tênis Olympikus Veloz 2 157;R$ 199,99;;
Tênis Fila Racer T2 Masculino;R$ 469,90;;
Tênis Puma Smash V2;R$ 349,99;;
Tênis Infantil Bibi Ever Masculino;R$ 209,90;;
Tênis Olympikus Index 3 Masculino;R$ 149,99;;
Tênis Everlast Climber III Masculino;R$ 259,99;;
Sapatênis Tênis Masculino Democrata Denim Shift Couro Legítimo Palmilha Macia Confortável 151119;R$ 269,89;;
Tênis Oakley Stratus Unissex;R$ 299,99;;
Tênis Adidas Runfalcon 3.0 Masculino;R$ 387,50;;
Tênis Fila Retro Flag Masculino;R$ 265,99;;
"              """;;;
Tênis Asics Masculino Jolt 4 Corrida;R$ 299,88;;
Tênis Asics Gel-Task 3 Cano Baixo Masculino;R$ 399,90;;
tenis de led infantil masculino homem aranha com luzinha meninos mais camisa com relogio e oculos;R$ 101,91;;
"              à vista""";;;
Tênis Fila Retro Flag Masculino;R$ 309,89;;
Tênis OUS Imigrante Masculino;R$ 417,90;;
"              à vista""";;;
Tênis Mizuno Victory Masculino;R$ 532,38;;
"              à vista""";;;
Tênis Olympikus Wellness Masculino;R$ 218,49;;
"              """;;;
Tênis Fila Float Flux Masculino;R$ 269,99;;
Tênis Oakley Masculino Flak II;R$ 599,88;;
Tênis Asics Versablest 2 Se Noosa Masculino;R$ 349,89;;
Tênis Couro  Reserva Yankee Leather Masculino;R$ 949,00;;
Tênis Asics Versablest 2 Se Noosa Masculino;R$ 366,35;;
"              """;;;
Tênis Puma Ferrari Neo Cat Masculino;R$ 232,79;;
"              """;;;
Tênis Fila Extra Masculino;R$ 229,99;;
Tênis Masculino Leve Esportivo Conforto Dia a Dia Elástico;R$ 67,92;;
Kit 2 Tênis Ortopédico Masculino e Feminino Asc Calce Fácil Conforto;R$ 178,41;;
"              à vista""";;;
Tênis Fila Racer Carbon 2 Masculino;R$ 1.099,90;;
Tênis Reebok Energen Plus 2 Masculino;R$ 332,49;;
"              à vista""";;;
Tênis Puma Forever Run Nitro Masculino;R$ 824,49;;
"              """;;;
Tênis de Couro Lacoste Aceline 96 Masculino;R$ 602,65;;
"              à vista""";;;
Tênis Couro Democrata Denim Block Masculino;R$ 280,43;;
Tênis de Corrida Masculino Under Armour Charged Prorun;R$ 299,90;;
Tênis Fila Corda Masculino Preto;R$ 499,99;;
Tênis Masculino molas kit 2 pares Star Flex doze mola;R$ 0,00;;
Tênis Mizuno Masculino Wave Vitality 4;R$ 379,90;;
Tênis Fila Retro College Masculino;R$ 199,99;;
"              """;;;
Tenis Qix Am Cup Sole Series Masculino Skate Original Feminino;R$ 259,90;;
Tênis Puma RBD Game Low Retro Club Masculino;R$ 339,98;;
"              """;;;
Tênis Academia Masculino Olymp Caminhada Treino Malhar Musculação BF Shoes;R$ 99,90;;
Tenis Masculino Under Armour Basket Spawn 3 - 45 -  vermelho;R$ 314,98;;
"              """;;;
Tênis Asics Gel-Hypersonic 4 Masculino;R$ 436,49;;
"              """;;;
Reebok Tênis Reebok Cl Nylon Masculino;R$ 379,99;;
"              à vista""";;;
Tênis Mizuno Wave Hawk 4 Masculino;R$ 244,90;;
Tênis Rainha Speed III Masculino;R$ 144,99;;
Tênis Lacoste L003 Neo com Contraste Masculino;R$ 755,65;;
"              à vista""";;;
Tênis Asics Gel-Meteora Masculino;R$ 397,69;;
"              """;;;
Tênis Mormaii Urban One Masculino;R$ 178,08;;
Tênis Under Armour Tribase Cross Se Masculino;R$ 549,99;;
Tênis Nike Air Max SC Masculino;R$ 531,99;;
"              à vista""";;;
Tênis Skechers Edgemont Taggert Masculino;R$ 349,19;;
"              """;;;
Tênis Mizuno Wave Prophecy 12-S Unissex;R$ 824,49;;
"              """;;;
Tênis Mizuno Advance RSP Unissex;R$ 429,99;;
Tênis Sapatênis Casual Masculino Couro Comfort;R$ 213,66;;
"              à vista""";;;
Tênis Oakley Stratus Unissex;R$ 299,99;;
TENIS NEW BALANCE 500V2 MASCULINO;R$ 399,89;;
Tênis De Led Infantil Menino Masculino Sonic Luzinha;R$ 59,90;;
Tênis Olympikus Proof 3 Masculino;R$ 199,99;;
Tênis Olympikus Proof 3 Masculino;R$ 199,99;;
Tênis Mizuno Wave Falcon 4 Masculino;R$ 0,00;;
Tênis Olympikus Poseidon Masculino;R$ 0,00;;
Tênis Wilson Game 2 Masculino Preto e Branco;R$ 0,00;;
Tênis Couro Democrata Denim Block Masculino;R$ 0,00;;
Tênis Olympikus Challenger 4;R$ 0,00;;
Tênis Caterpillar Raider Sport Masculino;R$ 0,00;;
Tênis Fila Racer Nairobi Masculino;R$ 271,59;;
"              """;;;
Tênis Dsl Cano Baixo Masculino Sapatenis Delgatto;R$ 160,62;;
"              à vista""";;;
Tênis Under Armour Tribase Cross Masculino Original;R$ 379,90;;
Tênis Yate Slip-on Masculino Sapatênis Casual em Lona;R$ 69,90;;
Tênis Masculino Cross 4x4 Confortável Treino Academia MVP;R$ 500,79;;
"              """;;;
Tênis New Balance 411 V3 Masculino;R$ 239,90;;
Tênis Rainha Play III Masculino;R$ 160,46;;
"              à vista""";;;
Tênis Adidas Pureboost 23 Masculino;R$ 775,99;;
"              """;;;
Tênis Adidas Duramo Sl Masculino;R$ 320,09;;
"              """;;;
Tênis masculino amortecedor com molas star flex;R$ 0,00;;
Tênis Sneaker Estilo Retrô Runway Sportwear Masculino;R$ 97,66;;
"              à vista""";;;
Tênis Puma Cell Lightpulse BDP Masculino;R$ 368,59;;
"              """;;;
Tênis Masculino Original Action Flex Ultra Conforto Leve Fit Max Lig Shoes;R$ 99,71;;
"              à vista""";;;
Tênis Mizuno Wave Invictus 4 Masculino;R$ 455,89;;
"              """;;;
Tênis Asics Gel-Dedicate 7 Masculino;R$ 680,19;;
Tênis Qix Trek Estilo Casual Rua Masculino;R$ 323,91;;
"              à vista""";;;
Tênis Mormaii Urban Smash - Masculino;R$ 189,99;;
Tênis Redley Original Ir10 Masculino Feminino Pronta Entrega;R$ 179,90;;
Tênis Nike Legend Essential 3 Next Nature Masculino;R$ 332,49;;
"              à vista""";;;
Tênis Skechers Masculino Go Run Elevate;R$ 378,88;;
Tênis Masculino Pratica Esportiva Ultraleve Perfeito Para Academia Caminhada + Relógio Sport;R$ 131,39;;
"              à vista""";;;
Tênis Puma Bmw Mms Speedfusion Masculino;R$ 349,19;;
"              """;;;
Tênis Infantil Masculino Marinho Jogging Kidstep;R$ 59,90;;
Tênis Nike Legend Essential 3 Next Nature Masculino;R$ 322,99;;
"              à vista""";;;
Tênis Asics Gel-Pacemaker 4 Masculino;R$ 368,59;;
"              """;;;
Tênis Masculino Asics Gel-Shogun 6 Original;R$ 440,31;;
Tênis Olympikus Volt Masculino;R$ 249,90;;
Tênis Under Armour De Basquete Dagger Masculino;R$ 499,90;;
Tênis Adidas Rapidmove Adv Trainer Masculino;R$ 429,99;;
Tênis Nike Air Zoom Arcadia 2 Infantil;R$ 503,49;;
"              à vista""";;;
Tênis Fila Renno Vintage Masculino;R$ 299,99;;
"              """;;;
Tênis Skechers Go Run Speed Beast Masculino;R$ 1.299,80;;
Tênis Olympikus Dynamic Masculino Original;R$ 279,90;;
Tênis Fila Racer Wings Masculino;R$ 273,51;;
"              à vista""";;;
Tênis Asics Japan S Masculino;R$ 349,99;;
Tênis Democrata Bold Masculino;R$ 242,88;;
Tênis Fila Arcade Low Masculino;R$ 209,98;;
"              """;;;
Tênis de Corrida Masculino Under Armour Charged Slight SE;R$ 233,99;;
"              """;;;
Tênis Masculino molas kit 2 pares Star Flex amortecedor;R$ 0,00;;
Tênis Reebok Royal Complete Sport Masculino;R$ 179,98;;
"              """;;;
Tênis Rainha Blare Masculino;R$ 124,99;;
Tênis Fila Float Fenix Masculino;R$ 303,81;;
"              """;;;
Tênis Oakley Voyage II WT24 Masculino;R$ 229,88;;
Sapatênis Masculino Polo Plus Tênis Casual Cano Baixo Macio;R$ 107,30;;
"              à vista""";;;
Tênis Masculino Mizuno Wave Prophecy 12;R$ 999,99;;
Tênis ASICS GEL-Nimbus 26 Maratona de Paris - Masculino - Branco com Vermelho e Azul;R$ 1.299,99;;
Tênis Asics Gel Spectrum Masculino;R$ 439,88;;
Tênis On Running Cloud 5 Masculino Preto;R$ 899,90;;
Tênis Mizuno Wave Endeavor Masculino;R$ 350,99;;
"              """;;;
Tênis Estilo Retrô Sneaker Runway Sportwear Masculino;R$ 88,31;;
"              à vista""";;;
Tênis Olympikus Veloz 2 157;R$ 129,99;;
Tênis Masculino Wilson Game 2.0 Clay Court;R$ 289,90;;
Tênis Asics Gel-Backhand Masculino;R$ 261,89;;
"              """;;;
Tênis Asics Fuzeblast Se Masculino;R$ 314,99;;
"              à vista""";;;
Tênis Mizuno Wave Dynasty 5 Masculino;R$ 465,59;;
"              """;;;
Tênis New Balance Evoz V3 Masculino;R$ 439,90;;
Tênis Olympikus 237G Ultraleve Masculino;R$ 189,90;;
Tênis Adidas Lite Flow;R$ 242,49;;
"              """;;;
Tênis Skechers Go Run Fast Valor Masculino;R$ 402,61;;
Tênis Mizuno Wave Frontier 15 - Masculino - 44 - Cinza;R$ 699,90;;
Tênis Umbro Futsal Sala V Club Masculino;R$ 238,88;;
Tênis Olympikus Urano Masculino;R$ 179,90;;
Tênis DC Shoes Union LA Masculino;R$ 341,05;;
"              à vista""";;;
Tênis Olympikus Noventa Unissex;R$ 139,99;;
Tênis Mizuno Wave Legend 2 Masculino;R$ 329,99;;
Tênis Fila Extra Masculino;R$ 223,09;;
"              """;;;
Tênis Asics Gel Hypersonic 3 Masculino;R$ 0,00;;
Tênis Couro Democrata Shift Masculino;R$ 0,00;;
Tênis Adidas Ultraboost Light Masculino;R$ 0,00;;
Tênis Mizuno Victory;R$ 0,00;;
Tênis Fila Racer Carbon 2 Masculino;R$ 0,00;;
TENIS MIZUNO WAVE STRATOS 2 MASCULINO;R$ 0,00;;
Tênis Nike Waffle Debut Masculino;R$ 0,00;;
Tênis Adidas Hoops 3.0 Masculino;R$ 0,00;;
Tênis Mormaii Urban Club Masculino;R$ 0,00;;
Tênis Couro Lacoste Europa Masculino;R$ 279,99;;
"              """;;;
Tênis Fila Efecto Masculino;R$ 249,67;;
"              """;;;
Tenis Mizuno Wave Way 4 Masculino;R$ 369,90;;
Tênis Nike Metcon 9 Masculino;R$ 1.025,99;;
"              à vista""";;;
Tênis Hoka One One Carbon X 3 Masculino;R$ 1.799,99;;
Sapatênis Masculino Polo Plus Tênis Casual Cano Baixo Macio;R$ 107,30;;
"              à vista""";;;
Tênis New Saymon Fast Original Masculino Academia Corrida Caminhada;R$ 123,49;;
"              à vista""";;;
Tênis Masculino Under Armour Charged Slight 2 Esportivo;R$ 284,99;;
"              à vista""";;;
Tenis Masculino Oakley Flak 365 Camo 2;R$ 849,00;;
Tênis Masculino Slip On Esportivo Comfort Sem Cadarço Com Tela Respirável Calce Fácil;R$ 104,25;;
"              à vista""";;;
Tênis Under Armour Tribase Reps Masculino;R$ 399,88;;
Tênis Rainha Fire Masculino;R$ 129,99;;
Tênis Olympikus Challenger 5 Masculino;R$ 290,99;;
"              """;;;
Tênis Olympikus Noventa Masculino;R$ 211,87;;
Tênis de Corrida Masculino Mizuno Wave Mirai 6;R$ 415,05;;
"              à vista""";;;
Tênis Oakley Masculino Flint;R$ 199,88;;
Tênis Mizuno Wave Endeavor Masculino;R$ 449,90;;
Tênis Oakley Flak II SNKR Back To Skull Masculino;R$ 399,98;;
"              """;;;
Tênis Asics Fuzeblast Se Masculino;R$ 324,89;;
"              à vista""";;;
Tênis On Running Cloud 5 Glacial Masculino;R$ 949,00;;
Tênis Reebok Nano X3 Adventure Masculino;R$ 712,49;;
"              à vista""";;;
Tênis Puma Haste SL Bdp Masculino;R$ 281,29;;
"              """;;;
Tênis DC Shoes Anvil TX Masculino;R$ 284,90;;
"              à vista""";;;
Tênis New Balance Fresh Foam X 1080v13 Masculino;R$ 1.499,90;;
Tênis Masculino Academia Caminhada Esporte Treino Leve Confortável;R$ 79,98;;
Tênis Oakley Stratus Unissex;R$ 299,99;;
Tênis Asics Gel-Shogun 5 Masculino Original;R$ 379,99;;
Tênis Oakley Masculino Casual Split II;R$ 209,88;;
Tênis New Balance Fresh Foam X 1080 V12 Masculino;R$ 969,99;;
"              """;;;
Tênis Esportivo Masculino Para Treino Academia Confortável Lançamento;R$ 71,91;;
"              à vista""";;;
Tênis Olympikus Delta Masculino;R$ 129,99;;
Tênis Reserva Spriz 80 Masculino;R$ 854,00;;
Tênis Olympikus Rua Masculino;R$ 249,90;;
Tênis Nike Revolution 6 FlyEase Next Nature;R$ 294,49;;
"              à vista""";;;
Tênis Reserva Yankee Masculino;R$ 649,99;;
"              """;;;
Kit 02 Pares Tênis Masculino Infantil Escolar Casual Air Kids Nid Feet Lançamento;R$ 139,00;;
Tênis Bull Terrier Couro Aton Low Masculino;R$ 426,87;;
Tênis Puma Bdp Masculino;R$ 329,99;;
"              """;;;
Tênis de Basquete Masculino Under Armour Buzzer SE;R$ 349,99;;
Tênis Couro Cavalera Jabstep Masculino;R$ 199,99;;
Tênis Sneaker Estilo Retrô Runway Sportwear Masculino;R$ 97,66;;
"              à vista""";;;
Tênis Olympikus Asfalto Masculino;R$ 271,59;;
"              """;;;
Tênis Asics Novablast 4 Masculino;R$ 1.099,99;;
Tênis Puma Fuse 2.0 Masculino;R$ 924,33;;
Tênis Mizuno Wave Mirai 5 Masculino-43 Marinho-Verde;R$ 269,99;;
"              """;;;
Tênis Asics Dynablast 3 Masculino;R$ 799,99;;
Tênis Olympikus Asfalto Masculino;R$ 221,87;;
Tênis Puma Cell Lightpulse BDP Masculino;R$ 320,09;;
"              """;;;
Tênis Fila F Virtuous Masculino - Marrom e Preto;R$ 321,90;;
Tênis DC Shoes Union LA Masculino;R$ 189,46;;
Tênis Olympikus Challenger 5 Masculino - 40 - Navy Blue;R$ 299,89;;
Tênis New Balance 373 V2 Masculino Original;R$ 439,60;;
Kit 2 Tênis Esportivo Masculino Cadarço Academia Fitness;R$ 135,28;;
"              """;;;
Tênis New Balance Evoz V3 Masculino;R$ 495,00;;
Tênis Reebok Nano X3 Adventure Masculino;R$ 712,49;;
"              à vista""";;;
Tênis Reserva Casual Masculino;R$ 219,99;;
"              """;;;
Tênis OUS Imigrante Masculino;R$ 379,62;;
"              à vista""";;;
Tênis Puma Caven 2.0 Bdp Masculino;R$ 398,88;;
Tênis Esportivo Olimp Masculino Para Caminhada Academia Wit Shoes;R$ 139,90;;
Tênis Reebok Smash Edge S Masculino;R$ 360,99;;
"              """;;;
Tênis Nike Waffle Debut Masculino;R$ 370,49;;
"              à vista""";;;
Tenis New Balance Fresh Foam X 1080 V13 Masculino;R$ 1.025,91;;
"              à vista""";;;
Sapatenis Masculino Tenis Casual Sapato 100% Couro Eco.;R$ 159,90;;
Tênis Adidas Duramo Speed Masculino;R$ 499,99;;
Tênis Nike Team Hustle D 11 Infantil;R$ 465,49;;
"              à vista""";;;
Tênis Masculino Academia Palmilha EVA + Relógio Digital Kit;R$ 151,90;;
"              """;;;
TENIS MIZUNO WAVE MIRAI 5 MASCULINO;R$ 455,81;;
"              à vista""";;;
Tênis Mizuno Enigma Masculino;R$ 387,99;;
"              """;;;
Tênis Nike Court Vapor Lite 2 HC Masculino;R$ 550,99;;
"              à vista""";;;
Tênis Nike Structure 25 Masculino;R$ 645,99;;
"              à vista""";;;
Tênis ASICS GEL-Backhand - Masculino - Cinza;R$ 399,90;;
TENIS SKECHERS RUNNING MASCULINO GO RUN ELEVATE 220185-BKW PRETO;R$ 419,90;;
Tênis OUS Imigrante Masculino;R$ 379,62;;
"              à vista""";;;
Kit 3 Pares Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota Café Cinza e Preto;R$ 179,90;;
Tênis Adidas Grand Court Base Beyond Masculino;R$ 349,90;;
Tênis Asics Shogun 5 Masculino;R$ 379,99;;
Tênis Puma Ferrari Trinity Masculino;R$ 310,39;;
"              """;;;
Tênis Masculino Caminhada Academia Treino Cross Lançamento;R$ 118,91;;
Tênis Adidas Response Masculino;R$ 499,99;;
Tênis Adidas Grand Court 2.0 Masculino;R$ 367,56;;
"              à vista""";;;
Tênis Asics Gt-1000 12 Masculino;R$ 484,99;;
"              """;;;
Tênis Mizuno Wave Skyrise 3 Masculino;R$ 299,99;;
Tênis Masculino Academia Palmilha EVA + Relógio Digital Kit;R$ 151,90;;
"              """;;;
Tênis Masculino Harus Fit Para Academia Caminhada Esportivo;R$ 80,66;;
"              à vista""";;;
Tênis Jogger Aditus Masculino Pro Wave Leve Confortável Macio Caminhada;R$ 94,41;;
"              à vista""";;;
Tênis Skechers Ultra Flex 2.0 Mirkon Masculino;R$ 311,98;;
"              à vista""";;;
Tênis Estival Hybrid Smart Reno Masculino Marrom e Preto;R$ 239,06;;
"              à vista""";;;
Tênis Olympikus Corre Grafeno 2 Unissex;R$ 799,99;;
Tênis Adidas 4DFWD 3 Cinza Branco e Laranja - Masculino;R$ 1.909,99;;
Tênis Fila Engage Masculino;R$ 329,99;;
Tênis Fila Stay Masculino;R$ 199,90;;
kit 2 Tênis Masculino Polo Casual Em Lona;R$ 179,90;;
Tênis Masculino Academia Caminhada Esporte Treino Leve Confortável;R$ 79,98;;
Tênis Oakley Masculino Halftrack Low II;R$ 598,88;;
Tênis Fila Racer Wings Masculino;R$ 236,25;;
Tênis Umbro Trainer Masculino;R$ 194,99;;
Tênis Asics Gel Quantum 180 Fly Masculino;R$ 499,99;;
"              """;;;
Tenis Masculino Para Caminhada Corrida Ultra Ortopedico Leve;R$ 77,39;;
Tênis Skechers Go Run Lite Masculino;R$ 339,49;;
"              """;;;
Tênis Reebok Energen Run 3 Masculino;R$ 319,99;;
Tênis Adidas Response Super Masculino;R$ 479,99;;
Tenis Red Nose Rnam807 Masculino;R$ 132,33;;
"              à vista""";;;
Kit Tênis Adventure Aleser Shop Esportivo Tratorado Masculino;R$ 141,90;;
TÊNIS ASICS GEL KIMERA MASCULINO TAMANHO 40;R$ 542,83;;
"              à vista""";;;
Tênis Adidas Run 60S 3.0 Masculino;R$ 369,90;;
Sapatênis Tênis Masculino Democrata Denim Shift Couro Legítimo Palmilha Macia Confortável 151119;R$ 269,89;;
Tênis Fila Freestyle Masculino;R$ 269,90;;
Tênis Under Armour Charged Skyline 4;R$ 399,99;;
Tênis New Saymon Fast Original Masculino Academia Corrida Caminhada;R$ 123,49;;
"              à vista""";;;
Tênis Lacoste Europa Pro Masculino;R$ 369,98;;
"              """;;;
Tênis DC Shoes Court Graffik LE Masculino;R$ 399,90;;
Tênis Mizuno Space 3 Masculino;R$ 237,60;;
Tênis Puma Softride Enzo NXT BDP Masculino;R$ 379,99;;
Tênis Skechers Go Run Elevate Masculino;R$ 419,80;;
Tênis Masculino Wilson K Ultimate 2.0 Clay Court;R$ 199,99;;
Tênis DC Shoes Striker CUP Masculino;R$ 282,06;;
"              à vista""";;;
Tênis Puma Caven 2.0 Retro Club Masculino;R$ 269,90;;
"              """;;;
Tênis Oakley Flak II Skin Masculino;R$ 0,00;;
Tênis Adidas Response Runner;R$ 0,00;;
Tênis Asics Gel-Cumulus 25 Masculino;R$ 0,00;;
Tênis Infantil Kurz Horse Pump Masculino;R$ 0,00;;
Tênis Fila Racer Carbon 2 Masculino;R$ 0,00;;
Tênis Joma Slam Masculino;R$ 0,00;;
Tênis Puma Court Rider Chaos Masculino;R$ 0,00;;
Tênis Adidas Response Masculino;R$ 0,00;;
Tênis Adidas VL Court 3.0 Preto e Branco - Masculino;R$ 0,00;;
Tênis Asics Gel-Impression 11 Masculino;R$ 429,99;;
Tênis Skechers Go Walk Max Masculino;R$ 232,79;;
"              """;;;
Tênis Rainha Vl 2500 Masculino;R$ 135,90;;
Tênis Mizuno Wave Stratos 2 Masculino;R$ 719,99;;
Tênis Masculino Cano Alto Alpha Ollie - 400;R$ 135,28;;
"              """;;;
Tênis Asics Solution Speed Ff 3 Masculino;R$ 581,99;;
"              """;;;
Tênis Fila Transition Masculino;R$ 213,66;;
"              à vista""";;;
Coturno Bota Tênis Masculino Adventure Casual Adulto e Infantil Tratorada;R$ 144,00;;
Tênis Esportivo Masculino Olimp Para Caminhada Academia Wit Shoes;R$ 139,90;;
Tênis Venetto Masculino Academia Fitness Leve Confortável;R$ 99,90;;
"              """;;;
Tênis Fila Player Masculino;R$ 199,99;;
Tênis Adidas Advantage Base Masculino - Preto - 37;R$ 281,70;;
"              à vista""";;;
Tênis Fila Stay Masculino;R$ 189,41;;
"              à vista""";;;
Tênis Couro Lacoste Court Sneakers Masculino;R$ 399,98;;
"              """;;;
Tênis Asics Nova Flow 2 Masculino;R$ 549,99;;
Tênis Casual Masculino Sapatênis Sola Alta Confortável;R$ 99,90;;
Tênis Adidas VS Pace 2.0 Masculino;R$ 343,28;;
Tênis Adidas Duramo Speed Masculino;R$ 484,99;;
"              """;;;
Tênis Oakley Split II Masculino;R$ 209,98;;
"              """;;;
Tênis Fila Fire Masculino;R$ 263,25;;
"              à vista""";;;
Tênis Puma Smash V2;R$ 299,16;;
"              à vista""";;;
Tênis Skechers Go Walk Max Magnetic Masculino;R$ 329,90;;
Tênis Puma Wired Run Speckles BDP Masculino;R$ 236,90;;
Slip On Masculino Iate Couro Tênis Sapatênis Sem Cadarço Elástico Calce Fácil Confortável;R$ 159,90;;
Tênis Mizuno Goya Masculino;R$ 199,99;;
Tênis Mizuno Wave Creation 24 Wk Masculino;R$ 620,79;;
"              """;;;
Tênis Oakley Masculino Casual Way;R$ 307,01;;
Tênis Couro Reebok Cano Médio Ex-O-Fit Hi Masculino;R$ 0,00;;
Tênis Skechers Go Run Fast Masculino;R$ 0,00;;
Tênis New Balance Fresh Foam Arishiv4 Masculino;R$ 0,00;;
Tênis Fila Float Elite Masculino;R$ 0,00;;
Tênis Couro Democrata Shift Masculino;R$ 0,00;;
Tênis ASICS GEL-Shogun 6 - Masculino - Azul Marinho com Lilás e Azul;R$ 0,00;;
TENIS MIZUNO WAVE MIRAI 5 MASCULINO;R$ 0,00;;
Tênis New Balance 574 Masculino;R$ 0,00;;
Tênis Asics Gel Nagoya 6 - Masculino;R$ 0,00;;
Tênis Asics Gel-Backhand Masculino;R$ 0,00;;
Kit Tênis Academia Masculino + Relógio Digital LED + Meia;R$ 0,00;;
TÊNIS SKECHERS GO RUN ELEVATE MASCULINO;R$ 0,00;;
Tênis Adidas Runfalcon 3.0 Masculino;R$ 0,00;;
Tênis Adidas Courtflash Speed Masculino;R$ 0,00;;
Tênis Redley Originals Summer;R$ 0,00;;
Tênis Academia Masculino Olymp Caminhada Treino Malhar Musculação BF Shoes;R$ 99,90;;
Tênis Calvin Klein Baixo New Runner Knitt Masculino;R$ 559,99;;
Tenis Under Armour Spawn 3;R$ 314,98;;
"              """;;;
TÊNIS ASICS GEL SHOGUN 4 MASCULINO TAMANHO 42;R$ 449,90;;
Tênis Rainha Fire Masculino;R$ 129,99;;
Tênis Qix Smash Masculino;R$ 186,91;;
Tênis Lacoste AG-LT23 Lite em Tecido para Quadra de Saibro Masculino;R$ 823,65;;
"              à vista""";;;
Tênis Asics Gel Hypersonic 3 Masculino;R$ 579,90;;
Tênis Fila Rt-Low Masculino;R$ 324,89;;
"              à vista""";;;
Tênis Fila Start Masculino;R$ 308,90;;
Tênis Asics Versablast 2 Se Masculino;R$ 203,69;;
"              """;;;
TÊNIS ASICS GEL SHINOBI MASCULINO TAMANHO 44;R$ 239,99;;
Tênis Olympikus Reflect Masculino;R$ 242,49;;
"              """;;;
TENIS FILA FLOAT MAXXI 2 PRO MASCULINO;R$ 698,90;;
Tênis Under Armour Buzzer Se Masculino;R$ 299,99;;
Tênis Puma Smash V2;R$ 310,99;;
Tênis Nike Full Force Low Masculino;R$ 550,99;;
"              à vista""";;;
Tênis Fila Racer Master Masculino;R$ 269,90;;
Tênis Olympikus Urbano Ast Masculino;R$ 0,00;;
Tênis On Running Cloudmonster 2 Masculino e Branco;R$ 0,00;;
Tênis ASICS GEL-Game 9 Clay/Oc - Masculino - Vinho e Branco;R$ 0,00;;
Tênis Fork Masculino Casual em Couro Extra White Pekin;R$ 0,00;;
Tênis Masculino Skechers Go Run Elevate Cinza - 2201;R$ 330,01;;
"              à vista""";;;
Tênis Puma NRGY Comet;R$ 289,90;;
Tênis Adidas Ultrabounce Run Masculino;R$ 675,92;;
Tênis Masculino Esporte Cadarço Academia Corrida Macio Dia a Dia;R$ 125,99;;
"              à vista""";;;
Tênis Puma Ferrari Neo Cat Masculino;R$ 339,90;;
Tênis Nike Team Hustle D 11 Lil Infantil;R$ 398,99;;
"              à vista""";;;
Tênis Adidas Supernova Stride Masculino;R$ 529,99;;
Tênis Sneaker Lacoste L003 Neo Masculino;R$ 755,65;;
"              à vista""";;;
Tênis Fila Extra Masculino;R$ 227,81;;
"              """;;;
Tênis Aramis Easy Icon Masculino;R$ 397,71;;
"              à vista""";;;
Tênis Adidas Runfalcon 5 Masculino;R$ 300,69;;
"              """;;;
Tênis Fila Masculino Recovery Adulto.;R$ 371,83;;
"              à vista""";;;
Tênis Osklen Elástico Enluvado Camurça Masculino;R$ 319,90;;
Tênis Masculino Reebok Club C Grounds Uk;R$ 489,90;;
Tênis Under Armour Tribase Reps Unissex;R$ 449,99;;
Tênis Adidas VL Court 3.0 Masculino;R$ 342,90;;
Tênis Nike Juniper Trail 2 GORE-TEX Masculino;R$ 588,99;;
"              à vista""";;;
Tênis Asics Masculino Jolt 4 Corrida;R$ 299,88;;
TENIS MIZUNO WAVE FALCON 5 MASCULINO;R$ 246,87;;
Tênis Puma Cell Lightpulse BDP Masculino;R$ 252,19;;
"              """;;;
Tênis New Balance Fresh Foam X 1080v13 Masculino;R$ 1.139,90;;
"              """;;;
Tênis Oakley Mod Navigate Masculino;R$ 319,98;;
"              """;;;
Tenis Qix Trek Skate Masculino Feminino Original Sneaker;R$ 389,90;;
Tênis New Balance Fresh Foam X 860 V13 Masculino;R$ 611,09;;
"              """;;;
Tênis Oakley Stratus Unissex;R$ 299,99;;
Tênis Puma Wired Run Bdp;R$ 178,94;;
Tênis Masculino Handebol Vôlei Basquete Para Tenista Casual Feminino Gel T-Challenger 04;R$ 165,66;;
"              à vista""";;;
Tênis Mizuno Wave Sky 7 Masculino;R$ 799,90;;
Tênis masculino amortecedor com molas star flex;R$ 0,00;;
Kit Tênis Bull Terrier Bruce Low Masculino + Par;R$ 319,90;;
Tênis Puma Forever Run Nitro Masculino;R$ 699,99;;
Tênis Mizuno Wave Tornamic 3 Masculino;R$ 223,09;;
"              """;;;
Tênis Puma Flyer Runner Speckles Bdp Masculino;R$ 249,90;;
TENIS NEW BALANCE 520V8 MASCULINO;R$ 387,55;;
Tênis Couro Democrata Denin Joe Ultra Masculino;R$ 303,90;;
"              """;;;
Tênis Adidas Terrex Eastrail 2 Masculino;R$ 699,90;;
Tênis Reebok Classic Leather Masculino;R$ 474,99;;
"              à vista""";;;
Tênis Fila Atmosphere Masculino;R$ 328,60;;
Tênis Asics Gel-Excite 10 Masculino;R$ 511,90;;
Sapatenis Mocassim Masculino Slip On Em Couro 100% Legitimo Tenis Calçar Facil Parra Boots;R$ 229,90;;
Tênis Nike Precision 7 Unissex;R$ 303,99;;
"              à vista""";;;
Tênis Fila Trend 3.0 Masculino;R$ 259,89;;
Tênis Starter Workday Masculino;R$ 189,99;;
"              """;;;
Tênis Adidas Duramo SL Masculino;R$ 399,99;;
Tênis Qix Smash Skate Masculino Feminino Casual Original;R$ 219,90;;
